age,overall,potential,wage_eur,international_reputation,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,preferred_foot,value_eur,years_on_contract,position_ATT,position_DEF,position_GK,position_MID,attack_work_rate_High,attack_work_rate_Low,attack_work_rate_Medium,defense_work_rate_High,defense_work_rate_Low,defense_work_rate_Medium
30,65,65,5000.0,1,3,2,67.0,64.0,62.0,63.0,64.0,76.0,1,13.42246945133505,0.0,False,False,False,True,True,False,False,False,False,True
29,65,65,3000.0,1,4,3,63.0,64.0,65.0,66.0,52.0,68.0,1,13.45883704259595,0.0,False,False,False,True,True,False,False,False,False,True
30,65,65,4000.0,1,3,2,55.0,65.0,51.0,59.0,27.0,74.0,1,13.45883704259595,1.0,True,False,False,False,False,False,True,False,False,True
35,65,65,950.0,1,3,3,53.0,59.0,65.0,74.0,46.0,61.0,1,12.524530013005734,0.0,False,False,False,True,False,False,True,False,False,True
30,65,65,3000.0,1,2,2,66.0,54.0,60.0,61.0,62.0,76.0,0,13.345508528717259,0.0,False,True,False,False,False,False,True,True,False,False
30,65,65,1000.0,1,3,3,77.0,60.0,61.0,69.0,62.0,66.0,1,13.42246945133505,0.0,False,False,False,True,True,False,False,False,False,True
29,65,65,4000.0,1,3,2,54.0,27.0,47.0,56.0,63.0,77.0,0,13.304686600863562,1.0,False,True,False,False,False,False,True,False,False,True
30,65,65,2000.0,1,4,2,73.0,61.0,56.0,67.0,22.0,65.0,1,13.45883704259595,1.0,True,False,False,False,True,False,False,False,True,False
30,65,65,3000.0,1,3,3,74.0,63.0,65.0,66.0,65.0,79.0,1,13.42246945133505,0.0,False,False,False,True,False,False,True,True,False,False
36,65,65,500.0,1,3,2,50.0,40.0,49.0,58.0,66.0,69.0,0,11.775297421715827,-1.0,False,True,False,False,False,False,True,False,False,True
31,65,65,1000.0,1,3,2,61.0,49.0,62.0,65.0,62.0,71.0,0,13.26212705890841,0.0,False,False,False,True,False,False,True,False,False,True
31,65,65,500.0,1,3,2,68.0,46.0,62.0,58.0,62.0,70.0,1,13.122365377402328,-1.0,False,False,False,True,False,False,True,False,False,True
29,65,65,500.0,1,4,3,65.0,69.0,43.0,56.0,25.0,71.0,1,13.493928313146206,-1.0,True,False,False,False,False,False,True,False,True,False
36,65,65,1000.0,1,3,3,62.0,62.0,65.0,68.0,58.0,68.0,1,11.849404844423074,3.0,False,False,False,True,False,False,True,False,False,True
29,65,66,4000.0,1,3,2,70.0,38.0,49.0,50.0,63.0,82.0,1,13.384729180332174,0.0,False,True,False,False,False,False,True,True,False,False
29,65,65,2000.0,1,3,3,56.0,67.0,52.0,62.0,22.0,74.0,1,13.493928313146206,0.0,True,False,False,False,False,False,True,False,True,False
31,65,65,2000.0,1,3,3,73.0,66.0,59.0,66.0,41.0,78.0,1,13.304686600863562,-1.0,False,False,False,True,False,False,True,False,False,True
28,65,65,6000.0,1,3,3,81.0,64.0,59.0,66.0,24.0,56.0,1,13.493928313146206,1.0,True,False,False,False,True,False,False,False,True,False
30,65,65,6000.0,1,3,2,65.0,66.0,53.0,63.0,35.0,60.0,1,13.45883704259595,-1.0,True,False,False,False,False,False,True,False,False,True
29,65,65,5000.0,1,4,2,53.0,66.0,46.0,59.0,37.0,79.0,1,13.493928313146206,0.0,True,False,False,False,True,False,False,False,True,False
28,65,65,2000.0,1,3,2,71.0,35.0,56.0,62.0,62.0,70.0,1,13.384729180332174,1.0,False,True,False,False,False,False,True,True,False,False
33,65,65,2000.0,1,3,3,58.0,61.0,61.0,65.0,61.0,71.0,1,12.765691290604371,3.0,False,False,False,True,False,False,True,True,False,False
30,65,65,2000.0,1,3,2,66.0,65.0,42.0,57.0,33.0,77.0,1,13.45883704259595,0.0,True,False,False,False,False,False,True,False,False,True
31,65,65,800.0,1,4,3,77.0,62.0,56.0,66.0,32.0,67.0,1,13.304686600863562,0.0,False,False,False,True,True,False,False,False,False,True
35,65,65,2000.0,1,3,2,47.0,57.0,61.0,66.0,60.0,73.0,1,12.206077645517674,0.0,False,False,False,True,False,False,True,False,False,True
31,65,65,5000.0,1,3,3,67.0,57.0,64.0,67.0,61.0,64.0,0,13.171155446333852,0.0,False,True,False,False,True,False,False,False,False,True
33,65,65,2000.0,1,3,2,55.0,54.0,64.0,62.0,66.0,77.0,1,13.017005083966255,1.0,False,False,False,True,False,False,True,True,False,False
28,65,65,2000.0,1,4,2,66.0,26.0,48.0,55.0,65.0,74.0,1,13.345508528717259,1.0,False,True,False,False,False,False,True,True,False,False
33,65,65,3000.0,1,4,3,43.0,58.0,67.0,68.0,63.0,64.0,0,12.834683971615659,3.0,False,True,False,False,True,False,False,True,False,False
34,65,65,2000.0,1,3,2,70.0,42.0,52.0,60.0,61.0,67.0,1,12.429220196836383,0.0,False,True,False,False,False,False,True,False,False,True
31,65,65,2000.0,1,3,2,58.0,59.0,63.0,64.0,62.0,74.0,1,13.26212705890841,0.0,False,False,False,True,False,False,True,False,False,True
30,65,65,2000.0,1,2,2,48.0,38.0,52.0,47.0,64.0,75.0,1,13.26212705890841,0.0,False,True,False,False,False,False,True,False,False,True
29,65,65,4000.0,1,3,4,67.0,62.0,66.0,66.0,33.0,61.0,0,13.45883704259595,0.0,False,False,False,True,True,False,False,False,False,True
31,65,65,2000.0,1,3,3,56.0,54.0,60.0,61.0,67.0,67.0,1,13.122365377402328,0.0,False,True,False,False,True,False,False,False,False,True
30,65,65,2000.0,1,2,3,70.0,56.0,62.0,66.0,60.0,61.0,0,13.345508528717259,0.0,False,True,False,False,False,True,False,False,False,True
30,65,65,4000.0,1,4,3,79.0,57.0,60.0,68.0,46.0,63.0,1,13.45883704259595,0.0,True,False,False,False,True,False,False,False,False,True
33,65,65,1000.0,1,2,3,72.0,61.0,63.0,66.0,32.0,59.0,1,13.017005083966255,0.0,True,False,False,False,False,False,True,False,False,True
29,65,65,500.0,1,3,3,74.0,58.0,68.0,64.0,47.0,61.0,0,13.45883704259595,-1.0,False,False,False,True,False,False,True,False,False,True
29,65,65,3000.0,1,3,3,79.0,61.0,55.0,60.0,43.0,81.0,1,13.493928313146206,0.0,True,False,False,False,True,False,False,False,False,True
29,65,65,3000.0,1,2,3,63.0,63.0,64.0,67.0,59.0,70.0,1,13.45883704259595,0.0,False,False,False,True,True,False,False,True,False,False
30,65,65,750.0,1,3,2,62.0,54.0,60.0,62.0,63.0,72.0,0,13.304686600863562,0.0,False,False,False,True,False,False,True,True,False,False
32,65,65,2000.0,1,2,2,43.0,28.0,53.0,55.0,64.0,80.0,1,13.07107218827772,1.0,False,True,False,False,False,False,True,False,False,True
28,65,65,3000.0,1,3,3,69.0,64.0,61.0,68.0,39.0,67.0,0,13.493928313146206,0.0,True,False,False,False,False,False,True,False,False,True
35,65,65,2000.0,1,2,2,67.0,32.0,38.0,41.0,63.0,79.0,1,12.154784614286667,1.0,False,True,False,False,False,False,True,True,False,False
27,65,66,3000.0,1,3,2,70.0,59.0,61.0,63.0,62.0,72.0,1,13.493928313146206,0.0,False,False,False,True,False,False,True,True,False,False
30,65,65,3000.0,1,4,3,76.0,53.0,55.0,61.0,59.0,65.0,1,13.345508528717259,1.0,False,True,False,False,True,False,False,False,False,True
29,65,65,1000.0,1,3,3,60.0,64.0,56.0,60.0,39.0,75.0,1,13.493928313146206,-1.0,True,False,False,False,True,False,False,False,True,False
29,65,65,6000.0,1,3,3,68.0,63.0,64.0,66.0,57.0,66.0,0,13.45883704259595,1.0,False,False,False,True,False,False,True,False,False,True
28,65,66,2000.0,1,2,2,51.0,36.0,55.0,52.0,62.0,74.0,1,13.42246945133505,0.0,False,True,False,False,False,True,False,False,False,True
28,65,65,4000.0,1,3,3,73.0,60.0,64.0,67.0,57.0,75.0,1,13.493928313146206,1.0,False,False,False,True,True,False,False,False,False,True
28,65,65,2000.0,1,3,3,66.0,65.0,58.0,65.0,39.0,68.0,1,13.493928313146206,1.0,False,False,False,True,True,False,False,False,False,True
28,65,66,3000.0,1,3,2,52.0,48.0,49.0,52.0,64.0,75.0,1,13.42246945133505,0.0,False,True,False,False,False,False,True,False,False,True
29,65,65,1000.0,1,2,2,50.0,29.0,46.0,51.0,66.0,72.0,1,13.304686600863562,-1.0,False,True,False,False,False,False,True,True,False,False
28,65,65,2000.0,1,2,2,54.0,55.0,51.0,54.0,63.0,76.0,1,13.345508528717259,-1.0,False,True,False,False,False,False,True,False,False,True
29,65,65,2000.0,1,4,2,48.0,56.0,57.0,59.0,63.0,76.0,1,13.304686600863562,-1.0,False,False,False,True,False,True,False,False,False,True
27,65,66,2000.0,1,3,2,71.0,53.0,59.0,62.0,61.0,69.0,1,13.527829818844937,0.0,False,True,False,False,True,False,False,True,False,False
28,65,67,1000.0,1,3,2,58.0,29.0,50.0,53.0,65.0,71.0,1,13.493928313146206,0.0,False,True,False,False,False,False,True,False,False,True
28,65,66,1000.0,1,3,2,47.0,52.0,61.0,60.0,63.0,71.0,1,13.45883704259595,2.0,False,False,False,True,False,False,True,True,False,False
29,65,65,2000.0,1,3,2,47.0,66.0,56.0,60.0,36.0,68.0,1,13.493928313146206,1.0,True,False,False,False,False,False,True,False,True,False
32,65,65,500.0,1,2,3,67.0,65.0,66.0,67.0,47.0,65.0,0,13.217675375388819,0.0,False,False,False,True,True,False,False,False,False,True
29,65,65,2000.0,1,3,2,72.0,39.0,62.0,59.0,59.0,64.0,0,13.345508528717259,1.0,False,True,False,False,False,False,True,False,False,True
26,65,68,4000.0,1,4,3,68.0,56.0,68.0,70.0,48.0,47.0,0,13.73755009757506,1.0,False,False,False,True,False,False,True,False,False,True
33,65,65,3000.0,1,3,2,60.0,39.0,55.0,53.0,63.0,75.0,0,12.765691290604371,-1.0,False,True,False,False,False,False,True,False,False,True
30,65,65,2000.0,1,2,3,89.0,59.0,56.0,65.0,31.0,65.0,1,13.45883704259595,1.0,True,False,False,False,False,False,True,False,True,False
29,65,65,1000.0,1,3,2,74.0,51.0,57.0,61.0,60.0,71.0,1,13.345508528717259,1.0,False,True,False,False,True,False,False,False,False,True
28,65,65,3000.0,1,3,3,59.0,55.0,63.0,66.0,65.0,71.0,1,13.493928313146206,1.0,False,False,False,True,False,False,True,True,False,False
29,65,65,5000.0,1,2,2,60.0,39.0,55.0,60.0,63.0,79.0,1,13.304686600863562,1.0,False,False,False,True,False,False,True,True,False,False
26,65,65,11000.0,1,3,3,80.0,61.0,60.0,66.0,42.0,53.0,1,13.560619598657233,1.0,False,False,False,True,True,False,False,False,True,False
28,65,65,3000.0,1,3,2,66.0,43.0,58.0,59.0,60.0,69.0,1,13.384729180332174,1.0,False,True,False,False,False,False,True,False,False,True
28,65,65,3000.0,1,3,3,84.0,51.0,58.0,66.0,34.0,53.0,1,13.493928313146206,1.0,False,False,False,True,False,False,True,False,False,True
27,65,65,4000.0,1,3,3,73.0,63.0,62.0,65.0,37.0,70.0,1,13.560619598657233,0.0,True,False,False,False,False,False,True,False,False,True
29,65,65,500.0,1,2,3,85.0,61.0,58.0,69.0,29.0,60.0,1,13.45883704259595,0.0,False,False,False,True,False,False,True,False,True,False
31,65,65,500.0,1,3,2,77.0,60.0,59.0,64.0,36.0,63.0,1,13.304686600863562,0.0,False,False,False,True,True,False,False,False,False,True
28,65,65,3000.0,1,3,2,69.0,37.0,46.0,50.0,63.0,81.0,0,13.345508528717259,0.0,False,True,False,False,False,False,True,False,False,True
30,65,65,7000.0,1,3,2,64.0,33.0,51.0,52.0,64.0,70.0,1,13.26212705890841,0.0,False,True,False,False,False,False,True,False,False,True
29,65,65,950.0,1,3,3,83.0,62.0,64.0,67.0,40.0,45.0,1,13.45883704259595,1.0,False,False,False,True,False,True,False,False,True,False
28,65,65,2000.0,1,3,4,61.0,60.0,67.0,69.0,34.0,49.0,1,13.493928313146206,1.0,False,False,False,True,False,False,True,False,True,False
30,65,65,3000.0,1,3,2,81.0,50.0,56.0,62.0,58.0,74.0,1,13.345508528717259,0.0,False,True,False,False,False,False,True,False,False,True
29,65,65,2000.0,1,3,2,44.0,69.0,47.0,57.0,29.0,76.0,1,13.493928313146206,-1.0,True,False,False,False,True,False,False,False,False,True
27,65,68,3000.0,1,3,2,46.0,55.0,61.0,54.0,58.0,72.0,1,13.623139877437296,3.0,False,False,False,True,False,False,True,False,False,True
31,65,65,4000.0,1,3,2,62.0,32.0,59.0,60.0,63.0,73.0,0,13.122365377402328,0.0,False,True,False,False,False,False,True,False,False,True
27,65,65,3000.0,1,3,2,51.0,30.0,42.0,52.0,64.0,70.0,1,13.384729180332174,0.0,False,True,False,False,False,False,True,False,False,True
31,65,65,2000.0,1,3,2,75.0,46.0,55.0,62.0,58.0,73.0,1,13.171155446333852,0.0,False,True,False,False,True,False,False,False,False,True
31,65,65,1000.0,1,4,2,57.0,29.0,51.0,53.0,64.0,72.0,1,13.122365377402328,0.0,False,True,False,False,False,False,True,False,False,True
28,65,66,2000.0,1,3,2,80.0,26.0,45.0,56.0,63.0,79.0,1,13.42246945133505,1.0,False,True,False,False,False,False,True,False,False,True
29,65,65,7000.0,1,3,3,73.0,63.0,60.0,67.0,39.0,60.0,1,13.45883704259595,0.0,False,False,False,True,False,False,True,False,True,False
35,65,65,500.0,1,3,3,65.0,40.0,51.0,54.0,65.0,72.0,1,12.301387370778713,-1.0,False,True,False,False,False,False,True,False,False,True
27,65,65,1000.0,1,2,3,75.0,45.0,60.0,64.0,60.0,67.0,0,13.45883704259595,1.0,False,True,False,False,True,False,False,False,False,True
27,65,65,5000.0,1,3,3,80.0,58.0,58.0,69.0,30.0,46.0,1,13.527829818844937,0.0,False,False,False,True,False,False,True,False,False,True
26,65,67,3000.0,1,3,3,64.0,63.0,53.0,63.0,43.0,78.0,0,13.710151153416941,0.0,True,False,False,False,False,False,True,False,False,True
30,65,65,3000.0,1,3,2,64.0,50.0,59.0,65.0,64.0,69.0,1,13.304686600863562,0.0,False,False,False,True,False,False,True,True,False,False
29,65,65,3000.0,1,3,3,72.0,65.0,51.0,63.0,29.0,64.0,1,13.493928313146206,0.0,True,False,False,False,False,False,True,False,False,True
29,65,65,4000.0,1,3,3,76.0,64.0,58.0,69.0,30.0,65.0,1,13.493928313146206,0.0,True,False,False,False,True,False,False,False,True,False
27,65,65,2000.0,1,4,3,67.0,61.0,65.0,68.0,34.0,55.0,1,13.527829818844937,0.0,False,False,False,True,False,False,True,False,False,True
28,65,65,2000.0,1,3,2,66.0,52.0,62.0,63.0,62.0,72.0,1,13.345508528717259,0.0,False,False,False,True,False,False,True,False,False,True
28,65,66,3000.0,1,3,2,67.0,32.0,46.0,47.0,62.0,77.0,1,13.42246945133505,1.0,False,True,False,False,False,True,False,False,False,True
29,65,65,2000.0,1,2,2,52.0,36.0,54.0,51.0,64.0,70.0,1,13.304686600863562,1.0,False,True,False,False,False,False,True,True,False,False
28,65,65,3000.0,1,4,2,61.0,53.0,63.0,66.0,60.0,68.0,1,13.493928313146206,0.0,False,False,False,True,False,False,True,False,False,True
29,65,65,2000.0,1,2,3,87.0,50.0,61.0,63.0,56.0,66.0,1,13.345508528717259,1.0,False,True,False,False,True,False,False,False,False,True
27,65,65,4000.0,1,3,2,73.0,66.0,43.0,60.0,29.0,75.0,1,13.560619598657233,0.0,True,False,False,False,True,False,False,False,False,True
28,65,65,2000.0,1,3,3,62.0,58.0,65.0,67.0,47.0,59.0,1,13.493928313146206,-1.0,False,False,False,True,False,False,True,False,False,True
27,65,66,4000.0,1,4,2,74.0,54.0,64.0,63.0,59.0,69.0,1,13.527829818844937,3.0,False,True,False,False,False,False,True,True,False,False
27,65,65,4000.0,1,3,3,58.0,67.0,51.0,64.0,31.0,69.0,1,13.560619598657233,1.0,True,False,False,False,False,False,True,False,False,True
28,65,65,4000.0,1,3,3,74.0,61.0,64.0,66.0,62.0,76.0,1,13.493928313146206,2.0,False,False,False,True,True,False,False,False,False,True
27,65,65,4000.0,1,3,3,64.0,63.0,53.0,62.0,34.0,75.0,0,13.560619598657233,1.0,True,False,False,False,True,False,False,False,False,True
32,65,65,3000.0,1,4,3,74.0,59.0,62.0,65.0,40.0,60.0,1,13.26212705890841,0.0,False,False,False,True,True,False,False,False,True,False
26,65,67,3000.0,1,3,2,75.0,25.0,48.0,58.0,65.0,71.0,1,13.560619598657233,0.0,False,True,False,False,False,True,False,True,False,False
28,65,65,2000.0,1,3,3,82.0,62.0,64.0,67.0,40.0,63.0,1,13.493928313146206,0.0,False,False,False,True,False,False,True,False,True,False
29,65,65,2000.0,1,4,3,59.0,62.0,67.0,67.0,57.0,64.0,1,13.45883704259595,-1.0,False,False,False,True,True,False,False,True,False,False
33,65,65,1000.0,1,3,2,75.0,45.0,56.0,62.0,60.0,63.0,0,12.834683971615659,-1.0,False,True,False,False,True,False,False,False,False,True
32,65,65,2000.0,1,4,3,71.0,59.0,66.0,66.0,57.0,70.0,1,13.217675375388819,3.0,False,False,False,True,True,False,False,False,False,True
27,65,66,3000.0,1,3,2,67.0,64.0,52.0,63.0,32.0,76.0,1,13.623139877437296,1.0,True,False,False,False,False,False,True,False,True,False
30,65,65,500.0,1,3,2,72.0,44.0,50.0,62.0,62.0,69.0,1,13.345508528717259,3.0,False,True,False,False,False,False,True,False,False,True
31,65,65,3000.0,1,2,2,54.0,60.0,57.0,53.0,64.0,81.0,1,13.122365377402328,0.0,False,False,False,True,True,False,False,True,False,False
31,65,65,2000.0,1,3,2,71.0,36.0,56.0,63.0,64.0,68.0,0,13.122365377402328,0.0,False,True,False,False,False,False,True,False,False,True
27,65,66,4000.0,1,3,2,69.0,46.0,58.0,62.0,66.0,65.0,1,13.493928313146206,0.0,False,False,False,True,False,False,True,False,False,True
31,65,65,2000.0,1,3,3,73.0,63.0,56.0,61.0,43.0,80.0,1,13.304686600863562,1.0,True,False,False,False,True,False,False,True,False,False
27,65,66,2000.0,1,2,2,51.0,43.0,54.0,46.0,63.0,76.0,1,13.493928313146206,4.0,False,True,False,False,False,True,False,False,False,True
28,65,65,3000.0,1,3,3,67.0,65.0,54.0,61.0,39.0,76.0,0,13.493928313146206,0.0,True,False,False,False,False,False,True,False,True,False
27,65,66,2000.0,1,3,3,71.0,65.0,56.0,66.0,33.0,73.0,1,13.623139877437296,0.0,True,False,False,False,True,False,False,True,False,False
29,65,65,2000.0,1,3,3,77.0,63.0,65.0,68.0,54.0,66.0,1,13.45883704259595,3.0,False,False,False,True,False,False,True,False,False,True
27,65,68,2000.0,1,3,2,32.0,32.0,39.0,44.0,67.0,69.0,1,13.592368256649284,0.0,False,True,False,False,False,False,True,False,False,True
28,65,65,2000.0,1,3,3,73.0,61.0,66.0,64.0,42.0,69.0,1,13.493928313146206,1.0,False,False,False,True,True,False,False,False,False,True
35,65,65,6000.0,1,3,2,49.0,29.0,43.0,46.0,63.0,77.0,1,12.154784614286667,0.0,False,True,False,False,False,False,True,True,False,False
29,65,65,6000.0,1,3,2,63.0,30.0,45.0,41.0,64.0,75.0,1,13.304686600863562,0.0,False,True,False,False,False,False,True,True,False,False
29,65,65,4000.0,1,3,2,74.0,38.0,55.0,62.0,57.0,76.0,1,13.345508528717259,2.0,False,True,False,False,True,False,False,False,False,True
38,65,65,500.0,1,3,2,65.0,28.0,51.0,58.0,64.0,60.0,1,11.982935344196433,-1.0,False,True,False,False,False,False,True,False,False,True
33,65,65,7000.0,1,2,2,70.0,58.0,62.0,65.0,58.0,70.0,0,12.834683971615659,0.0,False,True,False,False,True,False,False,True,False,False
32,65,65,5000.0,1,4,2,70.0,50.0,60.0,66.0,60.0,66.0,1,13.122365377402328,0.0,False,True,False,False,False,False,True,False,False,True
32,65,65,3000.0,1,3,3,76.0,56.0,57.0,62.0,59.0,67.0,1,13.122365377402328,1.0,False,True,False,False,False,False,True,False,False,True
27,65,66,3000.0,1,2,2,34.0,33.0,41.0,38.0,64.0,81.0,1,13.493928313146206,0.0,False,True,False,False,False,True,False,False,False,True
29,65,65,5000.0,1,3,3,74.0,59.0,61.0,66.0,34.0,60.0,1,13.45883704259595,0.0,False,False,False,True,True,False,False,False,True,False
27,65,65,2000.0,1,4,3,50.0,67.0,52.0,63.0,30.0,76.0,0,13.560619598657233,2.0,True,False,False,False,False,False,True,False,False,True
27,65,66,2000.0,1,2,2,72.0,44.0,59.0,61.0,57.0,67.0,0,13.527829818844937,0.0,False,True,False,False,True,False,False,False,False,True
27,65,65,2000.0,1,3,3,79.0,55.0,59.0,64.0,51.0,70.0,1,13.527829818844937,2.0,False,False,False,True,False,False,True,False,False,True
30,65,65,3000.0,1,3,3,73.0,66.0,65.0,66.0,61.0,70.0,1,13.42246945133505,0.0,False,False,False,True,False,False,True,False,False,True
27,65,65,3000.0,1,3,4,86.0,63.0,57.0,69.0,37.0,62.0,1,13.560619598657233,3.0,True,False,False,False,True,False,False,False,False,True
29,65,65,3000.0,1,3,3,69.0,66.0,62.0,63.0,59.0,74.0,1,13.45883704259595,1.0,False,False,False,True,True,False,False,False,False,True
30,65,65,9000.0,1,2,2,62.0,36.0,49.0,45.0,64.0,73.0,1,13.26212705890841,0.0,False,True,False,False,False,True,False,True,False,False
25,65,69,2000.0,1,3,3,55.0,45.0,65.0,67.0,58.0,72.0,1,13.710151153416941,0.0,False,False,False,True,False,False,True,False,False,True
29,65,65,4000.0,1,2,2,33.0,54.0,58.0,54.0,64.0,76.0,1,13.304686600863562,1.0,False,True,False,False,False,False,True,False,False,True
27,65,66,3000.0,1,2,3,77.0,64.0,60.0,68.0,34.0,60.0,0,13.623139877437296,1.0,True,False,False,False,False,False,True,False,False,True
26,65,66,1000.0,1,2,2,85.0,57.0,55.0,63.0,54.0,66.0,0,13.560619598657233,2.0,False,True,False,False,True,False,False,False,False,True
25,65,67,2000.0,1,3,2,64.0,63.0,66.0,65.0,61.0,69.0,1,13.710151153416941,0.0,False,False,False,True,False,False,True,False,False,True
30,65,65,8000.0,1,4,3,85.0,65.0,56.0,66.0,21.0,62.0,1,13.45883704259595,0.0,True,False,False,False,True,False,False,False,False,True
26,65,67,2000.0,1,3,3,71.0,57.0,63.0,69.0,58.0,69.0,1,13.681980308196241,0.0,False,False,False,True,False,False,True,True,False,False
26,65,68,4000.0,1,3,2,65.0,34.0,38.0,48.0,67.0,71.0,1,13.623139877437296,3.0,False,True,False,False,False,False,True,False,False,True
26,65,66,9000.0,1,3,2,74.0,46.0,60.0,64.0,61.0,71.0,1,13.560619598657233,1.0,False,True,False,False,False,False,True,False,False,True
25,65,71,4000.0,1,3,2,65.0,43.0,51.0,54.0,61.0,74.0,1,13.815511557963774,0.0,False,True,False,False,False,False,True,False,False,True
27,65,66,5000.0,1,2,2,54.0,66.0,45.0,62.0,22.0,64.0,1,13.623139877437296,-1.0,True,False,False,False,True,False,False,False,True,False
29,65,65,1000.0,1,3,3,71.0,48.0,56.0,61.0,61.0,62.0,0,13.345508528717259,-1.0,False,True,False,False,True,False,False,False,False,True
27,65,67,2000.0,1,2,2,60.0,51.0,57.0,60.0,62.0,73.0,1,13.527829818844937,-1.0,False,True,False,False,False,False,True,False,False,True
26,65,67,2000.0,1,3,2,74.0,46.0,53.0,61.0,62.0,68.0,0,13.592368256649284,0.0,False,True,False,False,True,False,False,True,False,False
28,65,67,3000.0,1,2,2,58.0,32.0,48.0,43.0,65.0,75.0,1,13.493928313146206,0.0,False,True,False,False,False,False,True,False,False,True
29,65,66,2000.0,1,3,2,70.0,51.0,52.0,50.0,63.0,76.0,1,13.384729180332174,0.0,False,True,False,False,True,False,False,False,False,True
30,65,65,950.0,1,3,3,76.0,68.0,62.0,67.0,33.0,68.0,0,13.45883704259595,0.0,False,False,False,True,True,False,False,False,False,True
30,65,65,3000.0,1,4,3,85.0,62.0,57.0,64.0,27.0,66.0,1,13.45883704259595,0.0,True,False,False,False,False,False,True,False,False,True
28,65,65,3000.0,1,3,3,72.0,66.0,62.0,67.0,31.0,62.0,0,13.493928313146206,0.0,False,False,False,True,True,False,False,False,False,True
32,65,65,2000.0,1,2,2,61.0,36.0,39.0,42.0,64.0,67.0,1,13.07107218827772,0.0,False,True,False,False,False,False,True,True,False,False
28,65,65,2000.0,1,3,3,63.0,54.0,57.0,65.0,62.0,75.0,1,13.345508528717259,0.0,False,False,False,True,False,False,True,False,False,True
32,65,65,11000.0,1,3,3,69.0,67.0,61.0,67.0,62.0,73.0,1,13.217675375388819,4.0,False,False,False,True,False,False,True,False,False,True
30,65,65,3000.0,1,3,2,36.0,44.0,57.0,56.0,64.0,76.0,1,13.304686600863562,0.0,False,False,False,True,False,False,True,True,False,False
30,65,65,2000.0,1,4,3,72.0,62.0,62.0,70.0,51.0,59.0,1,13.45883704259595,0.0,True,False,False,False,True,False,False,False,False,True
27,65,66,2000.0,1,4,3,48.0,61.0,61.0,66.0,58.0,76.0,1,13.623139877437296,1.0,False,False,False,True,False,False,True,False,False,True
25,65,68,4000.0,1,3,3,79.0,61.0,60.0,66.0,21.0,62.0,1,13.76421831620775,2.0,False,False,False,True,True,False,False,False,False,True
27,65,66,3000.0,1,3,3,87.0,57.0,56.0,64.0,57.0,68.0,1,13.527829818844937,1.0,False,True,False,False,True,False,False,False,False,True
30,65,65,600.0,1,4,2,83.0,64.0,49.0,61.0,35.0,78.0,1,13.45883704259595,4.0,True,False,False,False,True,False,False,False,False,True
30,65,65,3000.0,1,4,3,64.0,62.0,47.0,60.0,34.0,76.0,1,13.45883704259595,4.0,True,False,False,False,True,False,False,True,False,False
28,65,65,4000.0,1,4,4,73.0,59.0,63.0,67.0,40.0,62.0,1,13.493928313146206,0.0,False,False,False,True,False,False,True,False,False,True
30,65,65,9000.0,1,3,2,51.0,53.0,64.0,65.0,61.0,70.0,1,13.304686600863562,0.0,False,False,False,True,False,False,True,False,False,True
31,65,65,3000.0,1,3,2,32.0,34.0,54.0,48.0,63.0,80.0,1,13.122365377402328,0.0,False,True,False,False,False,False,True,False,False,True
28,65,65,9000.0,1,3,2,57.0,25.0,38.0,47.0,66.0,73.0,1,13.345508528717259,1.0,False,True,False,False,False,True,False,True,False,False
28,65,65,3000.0,1,3,2,54.0,50.0,60.0,67.0,62.0,69.0,1,13.345508528717259,0.0,False,False,False,True,False,False,True,False,False,True
28,65,65,4000.0,1,3,3,66.0,69.0,60.0,66.0,44.0,46.0,0,13.493928313146206,1.0,False,False,False,True,True,False,False,False,False,True
27,65,66,4000.0,1,3,2,52.0,43.0,54.0,49.0,66.0,71.0,1,13.493928313146206,0.0,False,True,False,False,False,False,True,False,False,True
29,65,65,8000.0,1,3,2,77.0,63.0,45.0,62.0,21.0,59.0,1,13.493928313146206,1.0,True,False,False,False,True,False,False,False,True,False
25,65,67,1000.0,1,3,2,77.0,37.0,57.0,60.0,59.0,83.0,1,13.592368256649284,0.0,False,False,False,True,True,False,False,False,False,True
25,65,70,2000.0,1,3,2,65.0,58.0,66.0,65.0,58.0,70.0,0,13.815511557963774,1.0,False,False,False,True,False,False,True,True,False,False
26,65,68,2000.0,1,3,3,73.0,59.0,65.0,70.0,49.0,50.0,1,13.73755009757506,0.0,False,False,False,True,False,False,True,False,False,True
25,65,71,1000.0,1,3,2,46.0,37.0,48.0,52.0,66.0,70.0,1,13.815511557963774,1.0,False,True,False,False,False,False,True,True,False,False
25,65,68,3000.0,1,3,2,76.0,55.0,58.0,61.0,58.0,71.0,0,13.681980308196241,0.0,False,True,False,False,True,False,False,True,False,False
32,65,65,550.0,1,2,2,69.0,32.0,40.0,50.0,62.0,73.0,0,13.07107218827772,4.0,False,True,False,False,False,True,False,True,False,False
29,65,65,2000.0,1,3,3,74.0,63.0,58.0,67.0,39.0,72.0,1,13.45883704259595,-1.0,False,False,False,True,False,False,True,False,False,True
32,65,65,500.0,1,3,2,61.0,28.0,42.0,46.0,64.0,71.0,1,13.07107218827772,-1.0,False,True,False,False,False,True,False,False,False,True
